Gene,GC,AU,Length,Polar%,Non-Polar%
YFL030W   ,46.7      ,25.5      ,1158      ,27.8      ,72.2
YFL031W   ,43.7      ,28.1      ,1276      ,28.3      ,71.7
YFL033C   ,40.9      ,32.4      ,5313      ,26.7      ,73.3
YFL036W   ,38.0      ,33.5      ,4056      ,28.5      ,71.5
YFL037W   ,44.3      ,27.5      ,1374      ,28.2      ,71.8
YFL038C   ,45.7      ,30.0      ,621       ,24.3      ,75.7
YFL039C   ,41.3      ,27.2      ,1436      ,31.5      ,68.5
YFL041W   ,42.3      ,28.6      ,1869      ,29.2      ,70.8
YFL042C   ,42.3      ,32.1      ,2025      ,25.6      ,74.4
YFL044C   ,43.5      ,31.7      ,906       ,24.8      ,75.2
YFL045C   ,39.1      ,31.1      ,765       ,29.8      ,70.2
YFL046W   ,37.8      ,36.5      ,624       ,25.6      ,74.4
YFL047W   ,38.7      ,33.0      ,2145      ,28.3      ,71.7
YFL048C   ,38.3      ,33.6      ,1338      ,28.0      ,72.0
YFL049W   ,38.0      ,36.1      ,1872      ,26.0      ,74.0
YFL050C   ,39.8      ,32.8      ,2577      ,27.5      ,72.5
YFL053W   ,46.4      ,25.3      ,1776      ,28.3      ,71.7
YFL056C   ,42.4      ,28.2      ,1127      ,29.4      ,70.6
YFR001W   ,37.1      ,42.1      ,615       ,20.8      ,79.2
YFR002W   ,36.1      ,35.4      ,2520      ,28.5      ,71.5
YFR003C   ,42.1      ,37.4      ,468       ,20.5      ,79.5
YFR004W   ,41.0      ,32.2      ,921       ,26.7      ,73.3
YFR005C   ,36.7      ,33.3      ,1347      ,30.1      ,69.9
YFR006W   ,38.4      ,32.3      ,1608      ,29.3      ,70.7
YFR007W   ,38.7      ,33.2      ,1062      ,28.1      ,71.9
YFR010W   ,36.9      ,36.0      ,1500      ,27.1      ,72.9
YFR011C   ,37.4      ,36.6      ,513       ,25.9      ,74.1
YFR013W   ,38.7      ,34.9      ,2364      ,26.4      ,73.6
YFR014C   ,40.9      ,33.3      ,1341      ,25.7      ,74.3
YFR015C   ,42.5      ,29.6      ,2127      ,27.9      ,72.1
YFR018C   ,52.2      ,25.2      ,1092      ,22.6      ,77.4
YFR019W   ,38.7      ,34.5      ,6837      ,26.7      ,73.3
YFR020W   ,40.9      ,26.8      ,699       ,32.3      ,67.7
YFR021W   ,43.2      ,30.3      ,1503      ,26.5      ,73.5
YFR022W   ,42.1      ,29.1      ,2202      ,28.9      ,71.1
YFR028C   ,42.3      ,30.9      ,1656      ,26.8      ,73.2
YFR029W   ,44.4      ,32.6      ,2037      ,23.0      ,77.0
YFR030W   ,39.7      ,29.6      ,3108      ,30.7      ,69.3
YFR031C   ,36.5      ,37.5      ,3513      ,26.0      ,74.0
YFR032C   ,48.5      ,30.3      ,870       ,21.1      ,78.9
YFR033C   ,46.4      ,35.4      ,444       ,18.2      ,81.8
YFR034C   ,54.2      ,28.2      ,939       ,17.6      ,82.4
YFR036W   ,48.3      ,34.9      ,375       ,16.8      ,83.2
YFR037C   ,46.5      ,32.2      ,1674      ,21.3      ,78.7
YFR038W   ,37.4      ,35.4      ,2337      ,27.2      ,72.8
YFR039C   ,38.1      ,33.3      ,1533      ,28.6      ,71.4
YFR040W   ,35.9      ,36.2      ,2718      ,27.9      ,72.1
YFR041C   ,35.7      ,36.0      ,888       ,28.3      ,71.7
YFR042W   ,35.8      ,29.4      ,603       ,34.8      ,65.2
YFR043C   ,37.5      ,35.9      ,714       ,26.6      ,73.4
YFR044C   ,42.9      ,27.1      ,1446      ,30.0      ,70.0
YFR045W   ,41.0      ,32.8      ,537       ,26.3      ,73.7
YFR046C   ,40.2      ,36.5      ,1086      ,23.3      ,76.7
YFR047C   ,44.4      ,27.6      ,888       ,28.0      ,72.0
YFR048W   ,39.3      ,32.9      ,1989      ,27.8      ,72.2
YFR049W   ,43.3      ,30.1      ,372       ,26.6      ,73.4
YFR050C   ,41.6      ,30.5      ,801       ,28.0      ,72.0
YFR051C   ,45.5      ,28.5      ,1641      ,26.0      ,74.0
YFR052W   ,37.2      ,35.2      ,825       ,27.6      ,72.4
YGL001C   ,39.6      ,29.7      ,1050      ,30.7      ,69.3
YGL002W   ,38.2      ,31.3      ,651       ,30.4      ,69.6
YGL003C   ,42.2      ,30.8      ,1701      ,27.0      ,73.0
YGL004C   ,39.2      ,33.3      ,1254      ,27.6      ,72.4
YGL008C   ,42.4      ,24.9      ,2757      ,32.7      ,67.3
YGL009C   ,40.4      ,31.3      ,2340      ,28.3      ,71.7
YGL010W   ,37.9      ,26.7      ,525       ,35.4      ,64.6
YGL011C   ,40.4      ,32.8      ,759       ,26.7      ,73.3
YGL012W   ,41.5      ,25.5      ,1422      ,33.0      ,67.0
YGL015C   ,37.4      ,36.6      ,393       ,26.0      ,74.0
YGL017W   ,42.0      ,30.2      ,1512      ,27.8      ,72.2
YGL018C   ,42.0      ,35.5      ,555       ,22.5      ,77.5
YGL019W   ,45.9      ,29.4      ,837       ,24.7      ,75.3
YGL020C   ,39.4      ,31.4      ,708       ,29.2      ,70.8
YGL021W   ,36.6      ,34.3      ,2283      ,29.0      ,71.0
YGL022W   ,45.2      ,23.8      ,2157      ,30.9      ,69.1
YGL023C   ,46.6      ,32.0      ,1908      ,21.4      ,78.6
YGL025C   ,46.7      ,34.4      ,1296      ,18.9      ,81.1
YGL027C   ,39.2      ,32.4      ,2502      ,28.3      ,71.7
YGL028C   ,41.4      ,27.6      ,1629      ,31.1      ,68.9
YGL032C   ,40.5      ,28.8      ,264       ,30.7      ,69.3
YGL033W   ,33.8      ,39.5      ,727       ,26.7      ,73.3
YGL035C   ,42.4      ,33.6      ,1515      ,24.0      ,76.0
YGL036W   ,35.9      ,34.3      ,2730      ,29.8      ,70.2
YGL037C   ,43.0      ,31.0      ,651       ,26.0      ,74.0
YGL038C   ,39.0      ,32.8      ,1443      ,28.1      ,71.9
YGL041C   ,37.1      ,24.8      ,315       ,38.1      ,61.9
YGL043W   ,40.2      ,37.7      ,930       ,22.0      ,78.0
YGL044C   ,41.3      ,33.3      ,891       ,25.4      ,74.6
YGL045W   ,41.3      ,34.3      ,1626      ,24.4      ,75.6
YGL047W   ,42.5      ,29.2      ,609       ,28.2      ,71.8
YGL048C   ,40.5      ,33.0      ,1218      ,26.5      ,73.5
YGL055W   ,41.1      ,28.6      ,1533      ,30.3      ,69.7
YGL056C   ,42.1      ,31.9      ,1584      ,25.9      ,74.1
YGL057C   ,37.5      ,33.3      ,864       ,29.2      ,70.8
YGL058W   ,41.6      ,32.6      ,519       ,25.8      ,74.2
YGL059W   ,35.5      ,35.4      ,1338      ,29.1      ,70.9
YGL060W   ,37.1      ,33.5      ,1926      ,29.4      ,70.6
YGL061C   ,37.5      ,38.6      ,744       ,23.9      ,76.1
YGL062W   ,43.4      ,29.4      ,3537      ,27.1      ,72.9
YGL063W   ,50.9      ,25.5      ,1113      ,23.5      ,76.5
YGL064C   ,39.4      ,34.8      ,1686      ,25.9      ,74.1
YGL065C   ,36.0      ,32.3      ,1512      ,31.7      ,68.3
YGL066W   ,41.8      ,36.5      ,1974      ,21.7      ,78.3
YGL067W   ,38.6      ,30.7      ,1155      ,30.6      ,69.4
YGL068W   ,42.9      ,31.3      ,585       ,25.8      ,74.2
YGL070C   ,39.6      ,30.6      ,369       ,29.8      ,70.2
YGL071W   ,40.1      ,35.1      ,2073      ,24.8      ,75.2
YGL073W   ,39.6      ,36.3      ,2502      ,24.1      ,75.9
YGL075C   ,38.4      ,35.7      ,1164      ,25.9      ,74.1
YGL076C   ,36.3      ,30.9      ,1662      ,32.7      ,67.3
YGL077C   ,41.1      ,23.6      ,1692      ,35.3      ,64.7
YGL080W   ,37.7      ,34.1      ,393       ,28.2      ,71.8
YGL081W   ,37.7      ,36.2      ,963       ,26.1      ,73.9
YGL082W   ,39.2      ,35.8      ,1146      ,25.0      ,75.0
YGL083W   ,37.1      ,33.4      ,2415      ,29.5      ,70.5
YGL084C   ,37.4      ,28.9      ,1683      ,33.7      ,66.3
YGL085W   ,38.4      ,34.2      ,825       ,27.4      ,72.6
YGL086W   ,32.8      ,42.0      ,2250      ,25.2      ,74.8
YGL087C   ,39.1      ,34.1      ,499       ,26.9      ,73.1
YGL089C   ,46.8      ,26.4      ,363       ,26.7      ,73.3
YGL090W   ,37.5      ,36.7      ,1266      ,25.8      ,74.2
YGL091C   ,42.8      ,30.3      ,987       ,27.0      ,73.0
YGL092W   ,38.1      ,33.0      ,3954      ,28.9      ,71.1
YGL093W   ,38.9      ,35.9      ,2754      ,25.2      ,74.8
YGL094C   ,37.5      ,33.5      ,3348      ,28.9      ,71.1
YGL095C   ,35.3      ,35.8      ,1734      ,28.9      ,71.1
YGL096W   ,39.8      ,34.8      ,831       ,25.4      ,74.6
YGL097W   ,44.2      ,29.8      ,1449      ,26.0      ,74.0
YGL098W   ,37.9      ,35.0      ,738       ,27.1      ,72.9
YGL099W   ,38.9      ,34.5      ,1923      ,26.6      ,73.4
YGL100W   ,41.2      ,30.7      ,1050      ,28.1      ,71.9
YGL101W   ,37.0      ,35.5      ,648       ,27.5      ,72.5
YGL103W   ,38.9      ,30.4      ,961       ,30.7      ,69.3
YGL104C   ,39.6      ,27.9      ,1461      ,32.5      ,67.5
YGL105W   ,42.3      ,32.8      ,1131      ,24.9      ,75.1
YGL106W   ,46.9      ,32.4      ,450       ,20.7      ,79.3
YGL107C   ,38.3      ,33.4      ,1941      ,28.2      ,71.8
YGL108C   ,42.1      ,41.8      ,423       ,16.1      ,83.9
YGL110C   ,37.0      ,35.6      ,1875      ,27.4      ,72.6
YGL111W   ,39.2      ,34.0      ,1392      ,26.8      ,73.2
YGL112C   ,38.0      ,33.1      ,1551      ,28.9      ,71.1
YGL113W   ,37.7      ,37.6      ,2007      ,24.7      ,75.3
YGL114W   ,42.3      ,27.0      ,2178      ,30.7      ,69.3
YGL115W   ,38.8      ,30.9      ,969       ,30.3      ,69.7
YGL116W   ,40.4      ,33.4      ,1833      ,26.2      ,73.8
YGL120C   ,41.0      ,31.8      ,2304      ,27.2      ,72.8
YGL121C   ,42.0      ,30.4      ,381       ,27.6      ,72.4
YGL122C   ,43.7      ,32.8      ,1578      ,23.5      ,76.5
YGL123W   ,45.9      ,28.5      ,765       ,25.6      ,74.4
YGL124C   ,37.1      ,33.5      ,1935      ,29.5      ,70.5
YGL125W   ,45.8      ,27.9      ,1800      ,26.3      ,73.7
YGL126W   ,55.3      ,20.6      ,1143      ,24.1      ,75.9
YGL127C   ,46.4      ,29.9      ,384       ,23.7      ,76.3
YGL128C   ,39.8      ,34.1      ,1044      ,26.1      ,73.9
YGL129C   ,36.5      ,35.2      ,1467      ,28.3      ,71.7
YGL130W   ,40.1      ,32.3      ,1380      ,27.6      ,72.4
YGL131C   ,36.7      ,35.8      ,4212      ,27.5      ,72.5
YGL133W   ,37.8      ,36.5      ,3795      ,25.7      ,74.3
YGL135W   ,41.7      ,28.3      ,654       ,30.0      ,70.0
YGL136C   ,38.7      ,33.1      ,963       ,28.1      ,71.9
YGL137W   ,40.2      ,31.1      ,2870      ,28.7      ,71.3
YGL138C   ,34.2      ,36.9      ,1038      ,28.9      ,71.1
YGL139W   ,38.6      ,29.8      ,2409      ,31.5      ,68.5
YGL140C   ,39.0      ,30.7      ,3660      ,30.3      ,69.7
YGL141W   ,36.7      ,33.1      ,2733      ,30.2      ,69.8
YGL142C   ,37.3      ,28.6      ,1851      ,34.1      ,65.9
YGL143C   ,41.5      ,33.4      ,1242      ,25.1      ,74.9
YGL144C   ,38.4      ,32.5      ,2058      ,29.1      ,70.9
YGL145W   ,34.5      ,36.0      ,2106      ,29.5      ,70.5
YGL146C   ,42.0      ,30.4      ,936       ,27.6      ,72.4
YGL147C   ,41.7      ,31.6      ,576       ,26.7      ,73.3
YGL151W   ,35.0      ,34.5      ,3399      ,30.6      ,69.4
YGL153W   ,40.8      ,37.1      ,1026      ,22.0      ,78.0
YGL154C   ,38.8      ,30.4      ,819       ,30.8      ,69.2
YGL155W   ,39.5      ,31.1      ,1131      ,29.4      ,70.6
YGL156W   ,38.8      ,31.4      ,3252      ,29.8      ,70.2
YGL157W   ,39.6      ,32.4      ,1044      ,28.1      ,71.9
YGL160W   ,36.4      ,31.6      ,1713      ,32.0      ,68.0
YGL161C   ,42.3      ,28.9      ,933       ,28.7      ,71.3
YGL162W   ,42.4      ,30.3      ,900       ,27.2      ,72.8
YGL164C   ,38.5      ,38.3      ,1323      ,23.1      ,76.9
YGL169W   ,39.8      ,31.1      ,1281      ,29.0      ,71.0
YGL170C   ,35.8      ,37.8      ,1242      ,26.3      ,73.7
YGL171W   ,36.8      ,36.2      ,1695      ,27.0      ,73.0
YGL172W   ,43.1      ,31.4      ,1419      ,25.4      ,74.6
YGL174W   ,40.1      ,40.3      ,801       ,19.6      ,80.4
YGL175C   ,38.7      ,36.2      ,1038      ,25.0      ,75.0
YGL180W   ,37.2      ,35.0      ,2694      ,27.9      ,72.1
YGL181W   ,44.2      ,31.2      ,1191      ,24.6      ,75.4
YGL183C   ,33.0      ,43.6      ,525       ,23.4      ,76.6
YGL184C   ,41.4      ,30.2      ,1398      ,28.4      ,71.6
YGL185C   ,40.4      ,33.3      ,1140      ,26.3      ,73.7
YGL186C   ,40.6      ,26.7      ,1740      ,32.6      ,67.4
YGL187C   ,41.2      ,29.7      ,468       ,29.1      ,70.9
YGL189C   ,44.2      ,33.9      ,360       ,21.9      ,78.1
YGL190C   ,35.5      ,37.0      ,1581      ,27.5      ,72.5
YGL191W   ,42.1      ,31.0      ,390       ,26.9      ,73.1
YGL192W   ,39.6      ,33.3      ,1803      ,27.1      ,72.9
YGL194C   ,38.2      ,33.8      ,1359      ,28.0      ,72.0
YGL195W   ,38.6      ,30.1      ,8019      ,31.3      ,68.7
YGL196W   ,40.2      ,30.1      ,498       ,29.7      ,70.3
YGL197W   ,40.1      ,32.9      ,4464      ,27.0      ,73.0
YGL198W   ,48.5      ,23.3      ,786       ,28.2      ,71.8
YGL206C   ,37.4      ,32.9      ,4962      ,29.7      ,70.3
YGL207W   ,37.2      ,34.5      ,3108      ,28.3      ,71.7
YGL208W   ,45.3      ,31.7      ,1248      ,23.0      ,77.0
YGL209W   ,44.5      ,31.9      ,1149      ,23.6      ,76.4
YGL210W   ,41.9      ,34.8      ,669       ,23.3      ,76.7
YGL211W   ,44.3      ,28.5      ,582       ,27.1      ,72.9
YGL212W   ,45.5      ,33.3      ,951       ,21.1      ,78.9
YGL213C   ,38.7      ,29.7      ,1194      ,31.6      ,68.4
YGL219C   ,40.1      ,33.5      ,1380      ,26.4      ,73.6
YGL220W   ,43.5      ,32.8      ,363       ,23.7      ,76.3
YGL221C   ,45.0      ,30.0      ,867       ,25.0      ,75.0
YGL222C   ,41.3      ,36.6      ,528       ,22.2      ,77.8
YGL223C   ,36.4      ,34.0      ,1254      ,29.6      ,70.4
YGL224C   ,38.3      ,33.2      ,843       ,28.5      ,71.5
YGL225W   ,40.0      ,22.6      ,1014      ,37.4      ,62.6
YGL228W   ,40.2      ,34.3      ,1734      ,25.5      ,74.5
YGL229C   ,36.0      ,33.1      ,2457      ,30.9      ,69.1
YGL230C   ,34.0      ,35.8      ,444       ,30.2      ,69.8
YGL231C   ,37.7      ,35.4      ,573       ,26.9      ,73.1
YGL232W   ,35.2      ,38.7      ,928       ,26.1      ,73.9
YGL233W   ,34.1      ,35.4      ,2733      ,30.6      ,69.4
YGL234W   ,44.8      ,26.8      ,2409      ,28.4      ,71.6
YGL236C   ,46.7      ,29.0      ,2040      ,24.4      ,75.6
YGL237C   ,44.7      ,34.7      ,798       ,20.6      ,79.4
YGL238W   ,34.7      ,32.8      ,2883      ,32.5      ,67.5
YGL240W   ,42.1      ,31.7      ,852       ,26.2      ,73.8
YGL241W   ,35.8      ,33.7      ,3015      ,30.6      ,69.4
YGL242C   ,40.5      ,33.5      ,546       ,26.0      ,74.0
YGL243W   ,37.4      ,35.0      ,1203      ,27.6      ,72.4
YGL244W   ,39.4      ,37.4      ,1677      ,23.2      ,76.8
YGL245W   ,40.0      ,32.2      ,2175      ,27.7      ,72.3
YGL246C   ,36.6      ,34.0      ,1164      ,29.4      ,70.6
YGL247W   ,37.9      ,31.8      ,594       ,30.3      ,69.7
YGL248W   ,40.2      ,32.9      ,1110      ,26.9      ,73.1
YGL249W   ,34.3      ,37.4      ,2115      ,28.3      ,71.7
YGL250W   ,40.5      ,33.2      ,738       ,26.3      ,73.7
YGL251C   ,36.1      ,35.7      ,3716      ,28.1      ,71.9
YGL252C   ,39.3      ,31.8      ,1767      ,28.9      ,71.1
YGL253W   ,41.7      ,29.6      ,1461      ,28.7      ,71.3
YGL254W   ,41.7      ,33.7      ,900       ,24.7      ,75.3
YGL257C   ,36.8      ,32.0      ,1677      ,31.2      ,68.8
YGR001C   ,35.7      ,34.3      ,902       ,30.0      ,70.0
YGR002C   ,38.9      ,36.4      ,1431      ,24.7      ,75.3
YGR003W   ,35.7      ,34.3      ,2235      ,30.0      ,70.0
YGR004W   ,37.7      ,32.0      ,1389      ,30.3      ,69.7
YGR005C   ,39.2      ,37.3      ,1203      ,23.4      ,76.6
YGR006W   ,41.1      ,34.2      ,660       ,24.7      ,75.3
YGR007W   ,40.8      ,31.2      ,972       ,28.0      ,72.0
YGR008C   ,42.4      ,37.6      ,255       ,20.0      ,80.0
YGR009C   ,40.6      ,37.1      ,1956      ,22.3      ,77.7
YGR012W   ,42.7      ,32.4      ,1182      ,24.9      ,75.1
YGR013W   ,41.4      ,35.3      ,1863      ,23.2      ,76.8
YGR014W   ,43.8      ,27.6      ,3921      ,28.6      ,71.4
YGR015C   ,37.4      ,31.6      ,987       ,31.0      ,69.0
YGR016W   ,34.4      ,34.2      ,573       ,31.4      ,68.6
YGR017W   ,40.2      ,34.8      ,894       ,25.1      ,74.9
YGR026W   ,36.2      ,31.7      ,837       ,32.1      ,67.9
YGR031W   ,46.6      ,30.0      ,1029      ,23.3      ,76.7
YGR032W   ,39.4      ,28.0      ,5688      ,32.6      ,67.4
YGR036C   ,38.1      ,28.9      ,720       ,33.1      ,66.9
YGR037C   ,43.2      ,34.5      ,264       ,22.3      ,77.7
YGR041W   ,40.1      ,33.3      ,1644      ,26.6      ,73.4
YGR042W   ,39.1      ,37.4      ,816       ,23.5      ,76.5
YGR043C   ,40.5      ,32.7      ,1002      ,26.7      ,73.3
YGR044C   ,42.7      ,33.1      ,903       ,24.1      ,75.9
YGR047C   ,37.6      ,34.2      ,3078      ,28.2      ,71.8
YGR048W   ,41.5      ,32.6      ,1086      ,25.9      ,74.1
YGR049W   ,41.3      ,31.6      ,564       ,27.1      ,72.9
YGR052W   ,39.5      ,31.9      ,1110      ,28.6      ,71.4
YGR053C   ,36.9      ,36.0      ,852       ,27.1      ,72.9
YGR054W   ,41.4      ,31.6      ,1929      ,27.0      ,73.0
YGR055W   ,40.2      ,25.6      ,1725      ,34.3      ,65.7
YGR056W   ,37.7      ,35.6      ,2787      ,26.7      ,73.3
YGR057C   ,33.7      ,34.1      ,738       ,32.1      ,67.9
YGR058W   ,40.6      ,35.0      ,1008      ,24.4      ,75.6
YGR059W   ,35.7      ,38.3      ,1539      ,26.0      ,74.0
YGR060W   ,41.3      ,27.3      ,930       ,31.4      ,68.6
YGR061C   ,40.7      ,29.8      ,4077      ,29.5      ,70.5
YGR062C   ,42.7      ,29.4      ,951       ,27.9      ,72.1
YGR068C   ,44.5      ,31.0      ,1761      ,24.5      ,75.5
YGR070W   ,36.1      ,34.0      ,3468      ,30.0      ,70.0
YGR071C   ,34.3      ,34.2      ,2583      ,31.6      ,68.4
YGR072W   ,35.1      ,42.0      ,1164      ,22.9      ,77.1
YGR076C   ,36.7      ,36.9      ,474       ,26.4      ,73.6
YGR077C   ,39.0      ,30.0      ,1770      ,31.0      ,69.0
YGR078C   ,45.5      ,33.3      ,600       ,21.2      ,78.8
YGR079W   ,45.4      ,30.1      ,1113      ,24.5      ,75.5
YGR080W   ,41.3      ,32.5      ,999       ,26.1      ,73.9
YGR081C   ,37.8      ,40.0      ,633       ,22.3      ,77.7
YGR082W   ,43.3      ,32.1      ,552       ,24.6      ,75.4
YGR083C   ,39.0      ,35.6      ,1956      ,25.4      ,74.6
YGR084C   ,39.5      ,35.4      ,1020      ,25.1      ,74.9
YGR085C   ,42.5      ,32.0      ,525       ,25.5      ,74.5
YGR086C   ,43.3      ,32.6      ,1020      ,24.0      ,76.0
YGR087C   ,44.6      ,28.3      ,1692      ,27.1      ,72.9
YGR088W   ,41.2      ,32.2      ,1722      ,26.7      ,73.3
YGR089W   ,35.1      ,34.4      ,2811      ,30.5      ,69.5
YGR090W   ,36.1      ,33.7      ,3714      ,30.2      ,69.8
YGR091W   ,38.5      ,36.5      ,1485      ,25.1      ,74.9
YGR092W   ,38.7      ,33.8      ,1719      ,27.5      ,72.5
YGR093W   ,37.4      ,35.4      ,1524      ,27.2      ,72.8
YGR094W   ,39.6      ,31.3      ,3315      ,29.0      ,71.0
YGR095C   ,39.4      ,33.9      ,771       ,26.7      ,73.3
YGR096W   ,46.5      ,27.2      ,945       ,26.3      ,73.7
YGR100W   ,38.2      ,32.9      ,2853      ,28.8      ,71.2
YGR101W   ,43.2      ,25.0      ,1041      ,31.8      ,68.2
YGR102C   ,41.1      ,36.4      ,552       ,22.5      ,77.5
YGR103W   ,36.8      ,37.2      ,1818      ,26.0      ,74.0
YGR104C   ,38.0      ,35.1      ,924       ,26.9      ,73.1
YGR108W   ,37.2      ,35.3      ,1416      ,27.5      ,72.5
YGR111W   ,37.9      ,34.1      ,1203      ,28.0      ,72.0
YGR112W   ,42.3      ,33.2      ,1170      ,24.4      ,75.6
YGR121C   ,45.8      ,25.6      ,1479      ,28.6      ,71.4
YGR122W   ,38.1      ,33.8      ,1209      ,28.0      ,72.0
YGR123C   ,37.7      ,32.1      ,1542      ,30.2      ,69.8
YGR124W   ,43.8      ,28.6      ,1719      ,27.6      ,72.4
YGR125W   ,37.3      ,31.8      ,3111      ,30.9      ,69.1
YGR126W   ,38.8      ,35.2      ,693       ,26.0      ,74.0
YGR127W   ,37.3      ,33.2      ,939       ,29.5      ,70.5
YGR128C   ,34.9      ,35.1      ,2142      ,30.0      ,70.0
YGR129W   ,38.9      ,41.7      ,648       ,19.4      ,80.6
YGR130C   ,40.1      ,39.5      ,2451      ,20.4      ,79.6
YGR131W   ,39.4      ,27.0      ,525       ,33.5      ,66.5
YGR132C   ,42.0      ,30.2      ,864       ,27.8      ,72.2
YGR133W   ,43.7      ,30.4      ,552       ,25.9      ,74.1
YGR134W   ,37.7      ,32.5      ,3369      ,29.8      ,70.2
YGR135W   ,40.2      ,34.4      ,777       ,25.5      ,74.5
